,title,uri,album_date,imdb_id,original_title,overview,release_date,original_language,runtime,popularity		
10,Beauty and the Beast,spotify:album:3AhP76AusdcJ9sZ4XgUcEc,2017,tt2771200,Beauty and the Beast,A live-action adaptation of Disney's version of the classic 'Beauty and the Beast' tale of a cursed prince and a beautiful young woman who helps him break the spell.,2017,en,129.0,287.253654		
11,Interstellar,spotify:album:3B61kSKTxlY36cYgzvf3cP,2014,tt0816692,Interstellar,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,2014,en,169.0,32.213481		
12,The Princess and the Frog,spotify:album:0CcL28OkH89kjgKpNZC8sW,2009,tt0780521,The Princess and the Frog,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to do face the same problem after she kisses him.",2009,en,97.0,16.616517		
13,Cars,spotify:album:3Xiz5kq12VOzTw9Kun7m0f,2006,tt0317219,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",2006,en,117.0,18.907948		
14,Sing,spotify:album:2y9VYOpp4YPlJ3HPiRxtqa,2016,tt3470600,Sing,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,2016,en,108.0,20.045673		
16,Friday,spotify:album:28jbQJCBOGrZHnrkTb6uw5,1995,tt0113118,Friday,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",1995,en,91.0,14.56965		
17,The Theory of Everything,spotify:album:02VRifrsiTM73hPGjXduRQ,2014,tt2980516,The Theory of Everything,"The Theory of Everything is the extraordinary story of one of the worldâ€™s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.",2014,en,123.0,11.85302		
18,Tarzan,spotify:album:1zszC1x9HYKxUCKVa62p7C,1999,tt0120855,Tarzan,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",1999,en,88.0,12.453452		
19,The Polar Express,spotify:album:4iEg2hitHOT0fRpsReCqAH,2004,tt0338348,The Polar Express,"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.",2004,en,100.0,14.27536		
20,"O Brother, Where Art Thou?",spotify:album:7gzX88qS3Vx2r87g5pbdfJ,2000,tt0190590,"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'.",2000,en,106.0,12.434175		
21,Fifty Shades Darker,spotify:album:5VML6S956h4YfoYPooqLEi,2017,tt4465564,Fifty Shades Darker,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christianâ€™s past start to circle the couple, determined to destroy their hopes for a future together.",2017,en,118.0,29.130443		
22,Home,spotify:album:4jzv8VHqVBSt6wHCNHpWZv,2015,tt2224026,Home,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize thereâ€™s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",2015,en,94.0,13.422713		
23,Call Me by Your Name,spotify:album:531pUFZ1BbEhfXDxitF8TU,2017,tt5726616,Call Me by Your Name,"Elio Perlman is spending the summer with his family at their vacation home in Lombardy, Italy. When his father hires a handsome doctoral student, the curious 17-year-old finds himself developing a growing attraction to the young man.",2017,en,130.0,4.300874		
24,Annie,spotify:album:0MVa9A8tUgkPz1TJnX0C6C,1982,tt0083564,Annie,"An orphan in a facility run by the mean Miss Hannigan, Annie believes that her parents left her there by mistake. When a rich man named Oliver ""Daddy"" Warbucks decides to let an orphan live at his home to promote his image, Annie is selected. While Annie gets accustomed to living in Warbucks' mansion, she still longs to meet her parents. So Warbucks announces a search for them and a reward, which brings out many frauds.",1982,en,127.0,8.997507		
25,Up,spotify:album:5yN2LiMaA7nEXT35GW4hNu,2009,tt1049413,Up,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",2009,en,96.0,19.330884		
26,Burlesque,spotify:album:65jNkB2GjWLUZ223XmuKLT,2010,tt1126591,Burlesque,"The Burlesque Lounge has its best days behind it. Tess, a retired dancer and owner of the venue, struggles to keep the aging theater alive, facing all kinds of financial and artistic challenges. With the Lounge's troupe members becoming increasingly distracted by personal problems and a threat coming from a wealthy businessman's quest to buy the spot from Tess, the good fortune seems to have abandoned the club altogether. Meanwhile, the life of Ali, a small-town girl from Iowa, is about to change dramatically. Hired by Tess as a waitress at the Lounge, Ali escapes a hollow past and quickly falls in love with the art of burlesque. Backed by newfound friends amongst the theater's crew, she manages to fulfill her dreams of being on stage herself. Things take a dramatic turn though when Ali's big voice makes her become the main attraction of the revue",2010,en,119.0,9.276539		
27,Dirty Dancing,spotify:album:0mtLFaQ3hL371jsNraRo9g,1987,tt0092890,Dirty Dancing,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer â€“ and unexpectedly falling in love.",1987,en,100.0,14.044122		
28,Robin Hood,spotify:album:1QN1oNiNm33SVenYlW7ADL,2010,tt0955308,Robin Hood,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity	 romances his widow, Marion	 and draws the ire of the town's sheriff and King John's henchman, Godfrey.",2010,en,140.0,10.56812
29,Zootopia,spotify:album:3X6netsswLt0U97Doga56C,2016,tt2948356,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",2016,en,108.0,26.024868		
30,Despicable Me 3,spotify:album:6kFJhsN8drSfWwL493qK0c,2017,tt3469046,Despicable Me 3,Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.,2017,en,96.0,36.631519		
31,Finding Nemo,spotify:album:2kJpuz9FOqX5riMjGwihhY,2003,tt0266543,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",2003,en,100.0,25.497794		
32,The Lord of the Rings: The Fellowship of the Ring,spotify:album:04rz93AqGy9JduzV3K81Dh,2001,tt0120737,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",2001,en,178.0,32.070725		
33,Pirates of the Caribbean: The Curse of the Black Pearl,spotify:album:4Qe057XqKloVNhnPohj6Yo,2003,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",2003,en,143.0,47.326665		
34,Flashdance,spotify:album:3R6Z3Hp8EMdhgkA5t89NiL,1983,tt0085549,Flashdance,The popular 1980â€™s dance movie that depicts the life of an exotic dancer with a side job as a welder who true desire is to get into ballet school. Itâ€™s her dream to be a professional dancer and now is her chance. The film has a great soundtrack with an Oscar winning song.,1983,en,95.0,9.888958		
35,Despicable Me 2,spotify:album:3xU6u2UadKV6gHjlXdJvqZ,2013,tt1690953,Despicable Me 2,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,2013,en,98.0,24.82355		
36,Ratatouille,spotify:album:7Dr08Oi3zxdCzmFulSXSs2,2007,tt0382932,Ratatouille,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.",2007,en,111.0,20.50803		
37,Pete's Dragon,spotify:album:1YrocR69AHthl982tykNpQ,2016,tt2788732,Pete's Dragon,"Pete is a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, forest ranger Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon.",2016,en,102.0,12.189941		
38,The Book of Life,spotify:album:7f0cdftcxwu61TCHkwVrs0,2014,tt2262227,The Book of Life,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.",2014,en,95.0,10.337994		
39,Whiplash,spotify:album:1rwMhGTCp0D6CN2XKQjyQt,2014,tt2582802,Whiplash,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",2014,en,105.0,64.29999		
40,The Muppets,spotify:album:0mahHDhPnuYMbo3sXOEW50,2011,tt1204342,The Muppets,"When Kermit the Frog and the Muppets learn that their beloved theater is slated for demolition, a sympathetic human, Gary, and his puppet roommate, Walter, swoop in to help the gang put on a show and raise the $10 million they need to save the day.",2011,en,103.0,10.214369		
41,Into the Woods,spotify:album:7lWMvhvTB4H9TWZM1IX12Q,2014,tt2180411,Into the Woods,"In a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch.",2014,en,125.0,9.580785		
42,Harry Potter and the Half-Blood Prince,spotify:album:2xXblCIb5G6ji70efT7THx,2009,tt0417741,Harry Potter and the Half-Blood Prince,"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.",2009,en,153.0,19.083723		
43,Dune,spotify:album:5C6579KEvJj9AWaZtjSflC,1984,tt0087182,Dune,"In the year 10,191, the world is at war for control of the desert planet Dune â€“ the only place where the time-travel substance 'Spice' can be found. But when one leader gives up control, it's only so he can stage a coup with some unsavory characters.",1984,en,137.0,9.261189		
44,The Hobbit: The Desolation of Smaug,spotify:album:3MCUHjDo3wSm2QuLh1Fyrf,2013,tt1170358,The Hobbit: The Desolation of Smaug,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",2013,en,161.0,20.644776		
45,Big Hero 6,spotify:album:72FOmF0bBxV9zPY1463mmM,2014,tt2245084,Big Hero 6,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",2014,en,102.0,213.849907		
46,Inside Out,spotify:album:1sNK9vLvzIo626GznCEsBN,2015,tt2096673,Inside Out,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",2015,en,94.0,23.985587		
47,The Twilight Saga: Breaking Dawn - Part 2,spotify:album:6lJrqUXdCpEINx1fi5EqMa,2012,tt1673434,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",2012,en,115.0,26.080995		
48,A Monster Calls,spotify:album:1cQHbrCsJXugmk5Ki8Ub0B,2016,tt3416532,A Monster Calls,A boy imagines a monster that helps him deal with his difficult life and see the world in a different way.,2016,en,108.0,24.483893		
49,Saving Mr. Banks,spotify:album:1cuE3waPR1CDFUpYd6fX12,2013,tt2140373,Saving Mr. Banks,Author P.L. Travers travels from London to Hollywood as Walt Disney Pictures adapts her novel Mary Poppins for the big screen.,2013,en,125.0,15.130888		
50,The Hunger Games: Catching Fire,spotify:album:1ZjhC3CL1GLbPQbU6lKtow,2013,tt1951264,The Hunger Games: Catching Fire,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",2013,en,146.0,25.309139		
51,The Harder They Come,spotify:album:4oxdKcC9epGo9viy1j8fN7,1972,tt0070155,The Harder They Come,"Wishing to become a successful Reggae singer, a young Jamaican man finds himself tied to corrupt record producers and drug pushers.",1972,en,103.0,6.820596		
52,The Holiday,spotify:album:1wJZSN3VrWTR8OcFJ4lp9I,2006,tt0457939,The Holiday,"Two women, one (Cameron Diaz) from America and one (Kate Winslet) from Britain, swap homes at Christmastime after bad breakups with their boyfriends. Each woman finds romance with a local man (Jude Law, Jack Black) but realizes that the imminent return home may end the relationship.",2006,en,136.0,14.043416		
53,West Side Story,spotify:album:1kA4RO70idrEQkOX3zlRfa,1961,tt0055614,West Side Story,"In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two kids, one from each rival gang, fall in love leading to tragedy.",1961,en,152.0,8.389903		
54,Repo! The Genetic Opera,spotify:album:2D29csBmorIMYOFf60TuZe,2008,tt0963194,Repo! The Genetic Opera,"A worldwide epidemic encourages a bio-tech company to launch an organ-financing program similar in nature to a standard car loan. The repossession clause is a killer, however.",2008,en,98.0,5.25696		
55,The Hobbit: An Unexpected Journey,spotify:album:6v6VCAaPl3G08OeNhuk6za,2012,tt0903624,The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",2012,en,169.0,23.253089		
56,Oblivion,spotify:album:5O5pnKHDJrwvL6w9Ne1mka,2013,tt1483013,Oblivion,"Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jackâ€™s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",2013,en,124.0,14.654053		
57,Ghostbusters,spotify:album:61n9hzk4CiJRrCmrEfBXRJ,1984,tt0087332,Ghostbusters,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",1984,en,107.0,22.089729		
58,Scott Pilgrim vs. the World,spotify:album:3q1e0dxZARuaHxZkLzgErK,2010,tt0446029,Scott Pilgrim vs. the World,"Scott Pilgrim is a film adaptation of the critically acclaimed, award-winning series of graphic novels of the same name by Canadian cartoonist Bryan Lee Oâ€™Malley. Scott Pilgrim is a 23 year old Canadian slacker and wannabe rockstar who falls in love with an American delivery girl, Ramona V. Flowers, and must defeat her seven ""evil exes"" to be able to date her.",2010,en,112.0,13.793301		
59,Braveheart,spotify:album:11RrIE8R4WdmybwaItRa97,1995,tt0112573,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",1995,en,177.0,20.755149		
60,Elf,spotify:album:5bxgDFR2u7XiGmmfPRC881,2003,tt0319343,Elf,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic publisher.",2003,en,97.0,8.754132		
61,"Monsters, Inc.",spotify:album:7hguux6E8wOGlNsKnZB6Sz,2001,tt0198781,"Monsters, Inc.","James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",2001,en,92.0,26.419962		
62,Love Actually,spotify:album:4Kw7yE7xBZdHrvkTswoQq4,2003,tt0314331,Love Actually,Follows seemingly unrelated people as their lives begin to intertwine while they fall in â€“ and out â€“ of love. Affections languish and develop as Christmas draws near.,2003,en,135.0,10.586815		
63,If I Stay,spotify:album:0mefrJRDTY0Q1eVZVqAAYU,2014,tt1355630,If I Stay,"Based on Gayle Forman's novel of the same name. ""If I Stay"" is the story of the gifted classical musician Mia and her boyfriend, Adam, an up and coming indie-rock star. Torn between two paths in life, her art or her relationship, Mia is forced to make an even starker choice between life and death when she is caught in a fatal car accident with her family one snowy morning in Oregon.",2014,en,106.0,9.659244		
64,Hairspray,spotify:album:6XO1cCSYT0ZrhNBotUEqMB,2007,tt0427327,Hairspray,"Pleasantly plump teenager, Tracy Turnblad and her best friend, Penny Pingleton audition to be on The Corny Collins Show â€“ and Tracy wins. But when scheming Amber Von Tussle and her mother plot to destroy Tracy, it turns to chaos.",2007,en,117.0,7.768045		
65,Tangled,spotify:album:2K4lTHYqxfUrgPiuqTCdSb,2010,tt0398286,Tangled,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",2010,en,100.0,14.684761		
66,The Crow,spotify:album:3y7Mwv7UqhABQqsGlzSL6n,1994,tt0109506,The Crow,"Exactly one year after young rock guitarist Eric Draven and his fiancÃ©e are brutally killed by a ruthless gang of criminals, Draven -- watched over by a hypnotic crow -- returns from the grave to exact revenge.",1994,en,102.0,15.799336		
67,Another Cinderella Story,spotify:album:6Jv7Yo0ihit4JyxvjQLUhb,2008,tt1071358,Another Cinderella Story,"A guy who danced with what could be the girl of his dreams at a costume ball only has one hint at her identity: the Zune she left behind as she rushed home in order to make her curfew. And with a once-in-a-lifetime opportunity in front of him, he sets out to find his masked beauty.",2008,en,90.0,7.863793		
68,The Lord of the Rings: The Two Towers,spotify:album:1zIoYLpYOq8d4HFzHJ7vc8,2002,tt0167261,The Lord of the Rings: The Two Towers,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",2002,en,179.0,29.423537		
69,Shrek 2,spotify:album:009d83fu2guwouIwqr7i9E,2004,tt0298148,Shrek 2,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",2004,en,93.0,16.22986		
70,The Muppet Movie,spotify:album:0oDldtN1DXlRFL0zNfc1ux,1979,tt0079588,The Muppet Movie,"Kermit the Frog is persuaded by agent Dom DeLuise to pursue a career in Hollywood. Along the way, Kermit picks up Fozzie Bear, Miss Piggy, Gonzo, and a motley crew of other Muppets with similar aspirations. Meanwhile, Kermit must elude the grasp of a frog-leg restaurant magnate.",1979,en,97.0,6.769866		
71,The Blues Brothers,spotify:album:4cO51KBYsdsbmSZleoNEGH,1980,tt0080455,The Blues Brothers,"Jake Blues is just out of jail, and teams up with his brother, Elwood on a 'mission from God' to raise funds for the orphanage in which they grew up. The only thing they can do is do what they do best â€“ play music â€“ so they get their old band together and they're on their way, while getting in a bit of trouble here and there.",1980,en,133.0,10.076901		
72,Me Before You,spotify:album:6lIQ5tZM2fhJuAgeL5eQ7e,2016,tt2674426,Me Before You,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",2016,en,110.0,34.34759		
73,John Wick,spotify:album:4p3vsVeyQh9bCHmAccRDL0,2014,tt2911666,John Wick,Ex-lunatic John Wick comes off his meds to track down the bounders that killed his dog and made off with his self-respect,2014,en,101.0,183.870374		
74,Twilight,spotify:album:34OCKs861Ot5CwDfTYksLe,2008,tt1099212,Twilight,"When Bella Swan moves to a small town in the Pacific Northwest to live with her father, she starts school and meets the reclusive Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't help but fall in love with him, a fatal move that endangers her own life when a coven of bloodsuckers try to challenge the Cullen clan.",2008,en,122.0,31.282029		
75,The Lizzie McGuire Movie,spotify:album:4DduywjewTFQCcshWzXhMh,2003,tt0306841,The Lizzie McGuire Movie,"Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy.",2003,en,94.0,6.730857		
76,Meet the Robinsons,spotify:album:2GeOWKMUCQg9WozQfy58r4,2007,tt0396555,Meet the Robinsons,"In this animated adventure, brilliant preteen inventor Lewis creates a memory scanner to retrieve his earliest recollections and find out why his mother gave him up for adoption. But when the villainous Bowler Hat Guy steals the machine, Lewis is ready to give up on his quest until the mysterious Wilbur Robinson shows up on the scene, whisking Lewis to the future to find the scanner and his mom.",2007,en,95.0,10.529576		
77,Man of Steel,spotify:album:5WmlAFcF8ERAnUvYrwJt91,2013,tt0770828,Man of Steel,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",2013,en,143.0,18.538834		
78,The Dark Knight,spotify:album:3vARhx9vwOve3Xdu06vM8S,2008,tt0468569,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",2008,en,152.0,123.167259		
79,The Avengers,spotify:album:3wvpIkfl4oOgZLMaQBWadf,2012,tt0848228,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",2012,en,143.0,89.887648		
80,Fame,spotify:album:0Dmq3geiHxPk20sTt8sXxy,1980,tt0080716,Fame,A chronicle of the lives of several teenagers who attend a New York high school for students gifted in the performing arts,1980,en,134.0,5.511557		
